City,Gender,Education ,Crimes,CMPLNT_FR_DT,CMPLNT_TO_DT,OFNS_DESC,PD_CD,PD_DESC,BORO_NM,ADDR_PCT_CD,PREM_TYP_DESC,Age,X_COORD_CD,Y_COORD_CD,Latitude,Longitude,Lat_Lon
LA,Male,Primary ,Sex Crimes,11/2/2019,11/2/2019 0:00,VIOLATION OF RESTRAINING ORDER,5,CRIMINAL THREATS - NO WEAPON DISPLAYED,Harbor,,SINGLE FAMILY DWELLING,30,,,33.7877,-118.2778,
LA,Female,Secondary,Forgery,11/6/2019,11/2/2019 0:00,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",20,BIKE - STOLEN,Olympic,,PARK/PLAYGROUND,47,,,34.0667,-118.2871,
LA,Male,Primary ,Sex Crimes,11/4/2019,11/2/2019 0:00,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),11,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),Northeast,,SIDEWALK,39,,,34.0917,-118.2741,
LA,Female,Secondary,Forgery,11/3/2019,11/2/2019 0:00,VEHICLE - STOLEN,3,VEHICLE - STOLEN,Southwest,,PARKING LOT,45,,,34.0347,-118.2809,
LA,Male,Primary ,Sex Crimes,11/2/2019,11/2/2019 0:00,INTIMATE PARTNER - SIMPLE ASSAULT,11,VEHICLE - STOLEN,Northeast,,SIDEWALK,21,,,34.1178,-118.2416,
LA,Female,Secondary,Forgery,11/2/2019,11/2/2019 0:00,ARSON,12,BATTERY - SIMPLE ASSAULT,77th Street,,"OTHER RR TRAIN (UNION PAC, SANTE FE ETC",53,,,33.9851,-118.3148,
LA,Male,Primary ,Murders,11/2/2019,11/2/2019 0:00,CHILD ABUSE (PHYSICAL) - SIMPLE ASSAULT,13,VEHICLE - STOLEN,Newton,,SINGLE FAMILY DWELLING,0,,,34.0018,-118.2565,
LA,Female,Secondary,Rapes,11/3/2019,11/2/2019 0:00,BRANDISH WEAPON,7,BURGLARY,Wilshire,,SINGLE FAMILY DWELLING,33,,,34.0662,-118.3506,
LA,Male,Primary ,Robberies,11/4/2019,11/2/2019 0:00,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",20,THEFT PLAIN - PETTY ($950 & UNDER),Olympic,,OTHER BUSINESS,14,,,34.0636,-118.296,
LA,Female,Secondary,Assaults,11/2/2019,11/2/2019 0:00,BATTERY - SIMPLE ASSAULT,4,VEHICLE - STOLEN,Hollenbeck,,STREET,21,,,34.0217,-118.2075,
LA,Male,Primary ,Burglaries,11/2/2019,11/2/2019 0:00,CRIMINAL THREATS - NO WEAPON DISPLAYED,18,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",Southeast,,SINGLE FAMILY DWELLING,34,,,33.9265,-118.2717,
LA,Female,Secondary,Thefts,11/4/2019,11/2/2019 0:00,VANDALISM - MISDEAMEANOR ($399 OR UNDER),1,BURGLARY FROM VEHICLE,Central,,PARKING LOT,50,,,34.064,-118.2375,
LA,Male,Primary ,Auto Thefts,11/2/2019,11/2/2019 0:00,BATTERY - SIMPLE ASSAULT,1,BATTERY - SIMPLE ASSAULT,Central,,STREET,21,,,34.0421,-118.2469,
LA,Female,Secondary,Murders,11/2/2019,11/2/2019 0:00,BURGLARY FROM VEHICLE,6,ROBBERY,Hollywood,,STREET,0,,,34.1052,-118.3489,
LA,Male,Primary ,Rapes,11/2/2019,11/2/2019 0:00,ROBBERY,16,BURGLARY FROM VEHICLE,Foothill,,STREET,24,,,34.2597,-118.3179,
LA,Female,Secondary,Robberies,11/2/2019,11/2/2019 0:00,VEHICLE - STOLEN,2,VEHICLE - STOLEN,Rampart,,STREET,0,,,34.0568,-118.2821,
LA,Male,Primary ,Assaults,11/11/2019,11/2/2019 0:00,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",17,VIOLATION OF RESTRAINING ORDER,Devonshire,,PARKING LOT,32,,,34.2428,-118.5754,
LA,Female,Secondary,Burglaries,11/12/2019,11/2/2019 0:00,THEFT OF IDENTITY,10,BATTERY - SIMPLE ASSAULT,West Valley,,OTHER PREMISE,35,,,34.1939,-118.5317,
LA,Male,Primary ,Thefts,11/4/2019,11/2/2019 0:00,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",13,BURGLARY,Newton,,SINGLE FAMILY DWELLING,20,,,34.0224,-118.2524,
LA,Female,Secondary,Auto Thefts,11/2/2019,11/2/2019 0:00,VEHICLE - STOLEN,12,THEFT PLAIN - PETTY ($950 & UNDER),77th Street,,STREET,52,,,34.0019,-118.3113,
LA,Male,Primary ,Murders,11/2/2019,11/2/2019 0:00,INTIMATE PARTNER - SIMPLE ASSAULT,18,CHILD ABUSE (PHYSICAL) - SIMPLE ASSAULT,Southeast,,SINGLE FAMILY DWELLING,34,,,33.9418,-118.2348,
LA,Female,Secondary,Rapes,11/2/2019,11/2/2019 0:00,ROBBERY,8,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",West LA,,PARK/PLAYGROUND,33,,,34.0566,-118.4405,
LA,Male,Primary ,Robberies,11/2/2019,11/2/2019 0:00,VIOLATION OF RESTRAINING ORDER,12,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),77th Street,,SINGLE FAMILY DWELLING,37,,,33.97,-118.3068,
LA,Female,Secondary,Assaults,11/2/2019,11/2/2019 0:00,BURGLARY FROM VEHICLE,21,INTIMATE PARTNER - SIMPLE ASSAULT,Topanga,,PARKING LOT,39,,,34.1905,-118.6059,
LA,Male,Primary ,Burglaries,11/9/2019,11/2/2019 0:00,BURGLARY,3,VANDALISM - MISDEAMEANOR ($399 OR UNDER),Southwest,,SINGLE FAMILY DWELLING,43,,,34.0265,-118.3177,
LA,Female,Secondary,Forgery,11/2/2019,11/2/2019 0:00,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",15,BATTERY - SIMPLE ASSAULT,N Hollywood,,PARK/PLAYGROUND,24,,,34.194,-118.4052,
LA,Male,Primary ,Sex Crimes,11/2/2019,11/2/2019 0:00,TRESPASSING,6,INTIMATE PARTNER - SIMPLE ASSAULT,Hollywood,,GARAGE/CARPORT,0,,,34.1039,-118.3317,
LA,Female,Secondary,Forgery,11/2/2019,11/2/2019 0:00,VIOLATION OF RESTRAINING ORDER,18,THEFT OF IDENTITY,Southeast,,SINGLE FAMILY DWELLING,13,,,33.9506,-118.2374,
LA,Male,Primary ,Sex Crimes,11/4/2019,11/2/2019 0:00,VEHICLE - STOLEN,13,VANDALISM - MISDEAMEANOR ($399 OR UNDER),Newton,,STREET,57,,,34.0204,-118.2416,
LA,Female,Secondary,Forgery,11/2/2019,11/2/2019 0:00,"THEFT, PERSON",15,VANDALISM - MISDEAMEANOR ($399 OR UNDER),N Hollywood,,STREET,62,,,34.194,-118.3976,
LA,Male,Primary ,Sex Crimes,11/8/2019,11/2/2019 0:00,THEFT FROM MOTOR VEHICLE - GRAND ($400 AND OVER),11,ROBBERY,Northeast,,STREET,41,,,34.114,-118.1949,
LA,Female,Secondary,Forgery,11/2/2019,11/2/2019 0:00,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",15,BURGLARY,N Hollywood,,"VEHICLE, PASSENGER/TRUCK",21,,,34.1344,-118.3622,
LA,Male,Primary ,Sex Crimes,11/5/2019,11/2/2019 0:00,BURGLARY,21,"BUNCO, GRAND THEFT",Topanga,,NAIL SALON,44,,,34.167,-118.5835,
LA,Female,Secondary,Forgery,11/3/2019,11/2/2019 0:00,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),8,ROBBERY,West LA,,CAR WASH,55,,,34.0447,-118.454,
LA,Male,Primary ,Murders,11/2/2019,11/2/2019 0:00,THEFT PLAIN - PETTY ($950 & UNDER),17,OTHER MISCELLANEOUS CRIME,Devonshire,,MARKET,26,,,34.2647,-118.5253,
LA,Female,Secondary,Rapes,11/2/2019,11/2/2019 0:00,BURGLARY FROM VEHICLE,7,"LETTERS, LEWD  -  TELEPHONE CALLS, LEWD",Wilshire,,STREET,50,,,34.0487,-118.3558,
LA,Male,Primary ,Robberies,11/2/2019,11/2/2019 0:00,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",3,ATTEMPTED ROBBERY,Southwest,,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",0,,,34.0173,-118.3002,
LA,Female,Secondary,Assaults,11/2/2019,11/2/2019 0:00,VANDALISM - MISDEAMEANOR ($399 OR UNDER),10,TRESPASSING,West Valley,,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",0,,,34.2048,-118.5339,
LA,Male,Primary ,Burglaries,11/2/2019,11/2/2019 0:00,ATTEMPTED ROBBERY,4,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",Hollenbeck,,STREET,53,,,34.0188,-118.1995,
LA,Female,Secondary,Thefts,11/2/2019,11/2/2019 0:00,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),20,THEFT PLAIN - PETTY ($950 & UNDER),Olympic,,SIDEWALK,0,,,34.0587,-118.2891,
LA,Male,Primary ,Auto Thefts,11/2/2019,11/2/2019 0:00,BURGLARY,6,BATTERY - SIMPLE ASSAULT,Hollywood,,SINGLE FAMILY DWELLING,20,,,34.124,-118.3284,
LA,Female,Secondary,Murders,12/1/2019,11/2/2019 0:00,THEFT PLAIN - PETTY ($950 & UNDER),19,"THEFT, PERSON",Mission,,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",37,,,34.2231,-118.4699,
LA,Male,Primary ,Rapes,11/5/2019,11/2/2019 0:00,BURGLARY FROM VEHICLE,8,RESISTING ARREST,West LA,,PARKING LOT,0,,,34.0517,-118.442,
LA,Female,Secondary,Robberies,11/2/2019,11/2/2019 0:00,BATTERY - SIMPLE ASSAULT,6,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",Hollywood,,OTHER BUSINESS,40,,,34.0908,-118.3092,
LA,Male,Primary ,Assaults,11/2/2019,11/2/2019 0:00,BURGLARY FROM VEHICLE,16,INTIMATE PARTNER - AGGRAVATED ASSAULT,Foothill,,STREET,0,,,34.2429,-118.2697,
LA,Female,Secondary,Burglaries,11/2/2019,11/2/2019 0:00,SHOPLIFTING - PETTY THEFT ($950 & UNDER),12,INTIMATE PARTNER - SIMPLE ASSAULT,77th Street,,OTHER BUSINESS,16,,,33.9892,-118.3089,
LA,Male,Primary ,Thefts,11/2/2019,11/2/2019 0:00,ROBBERY,21,VEHICLE - STOLEN,Topanga,,PARKING LOT,0,,,34.1792,-118.6233,
LA,Female,Secondary,Auto Thefts,11/2/2019,11/2/2019 0:00,THEFT PLAIN - PETTY ($950 & UNDER),7,CHILD ABUSE (PHYSICAL) - SIMPLE ASSAULT,Wilshire,,NIGHT CLUB (OPEN EVENINGS ONLY),37,,,34.0782,-118.3614,
LA,Male,Primary ,Murders,11/4/2019,11/2/2019 0:00,BURGLARY FROM VEHICLE,11,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),Northeast,,STREET,47,,,34.1293,-118.3107,
LA,Female,Secondary,Rapes,11/3/2019,11/2/2019 0:00,BURGLARY FROM VEHICLE,5,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",Harbor,,STREET,29,,,33.7829,-118.262,
LA,Male,Primary ,Robberies,11/4/2019,11/2/2019 0:00,BURGLARY FROM VEHICLE,14,TRESPASSING,Pacific,,STREET,10,,,33.9587,-118.4328,
LA,Female,Secondary,Assaults,11/2/2019,11/2/2019 0:00,BATTERY - SIMPLE ASSAULT,6,VIOLATION OF COURT ORDER,Hollywood,,OTHER BUSINESS,44,,,34.0908,-118.3092,
LA,Male,Primary ,Burglaries,11/2/2019,11/2/2019 0:00,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",5,THEFT OF IDENTITY,Harbor,,"VEHICLE, PASSENGER/TRUCK",32,,,33.8419,-118.304,
LA,Female,Secondary,Forgery,11/3/2019,11/2/2019 0:00,DOCUMENT FORGERY / STOLEN FELONY,11,THEFT FROM MOTOR VEHICLE - GRAND ($400 AND OVER),Northeast,,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",0,,,34.1054,-118.2874,
LA,Male,Primary ,Sex Crimes,11/2/2019,11/2/2019 0:00,SEXUAL PENETRATION W/FOREIGN OBJECT,4,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",Hollenbeck,,HOSPITAL,27,,,34.0704,-118.2025,
LA,Female,Secondary,Murders,11/2/2019,11/2/2019 0:00,BATTERY - SIMPLE ASSAULT,3,TRESPASSING,Southwest,,GAS STATION,0,,,34.0191,-118.3351,
LA,Male,Primary ,Rapes,11/2/2019,11/2/2019 0:00,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",13,ROBBERY,Newton,,STREET,32,,,34.0148,-118.259,
LA,Female,Secondary,Robberies,11/5/2019,11/2/2019 0:00,BURGLARY,9,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),Van Nuys,,GARAGE/CARPORT,29,,,34.1504,-118.4225,
LA,Male,Primary ,Assaults,11/2/2019,11/2/2019 0:00,ROBBERY,21,VEHICLE - STOLEN,Topanga,,"MEMBERSHIP STORE (COSTCO,SAMS CLUB)*",0,,,34.1675,-118.6189,
LA,Female,Secondary,Burglaries,11/2/2019,11/2/2019 0:00,ROBBERY,6,VEHICLE - STOLEN,Hollywood,,SIDEWALK,39,,,34.0998,-118.3252,
LA,Male,Primary ,Thefts,11/3/2019,11/2/2019 0:00,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),18,BATTERY - SIMPLE ASSAULT,Southeast,,STREET,42,,,33.9191,-118.287,
LA,Female,Secondary,Auto Thefts,11/2/2019,11/2/2019 0:00,LEWD CONDUCT,15,"BUNCO, GRAND THEFT",N Hollywood,,PARKING LOT,37,,,34.1976,-118.3965,
LA,Male,Primary ,Murders,11/2/2019,11/2/2019 0:00,BURGLARY FROM VEHICLE,13,UNAUTHORIZED COMPUTER ACCESS,Newton,,PARKING LOT,29,,,34.0268,-118.2618,
LA,Female,Secondary,Rapes,11/3/2019,11/2/2019 0:00,VEHICLE - STOLEN,13,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",Newton,,STREET,0,,,33.9851,-118.28,
LA,Male,Primary ,Robberies,11/3/2019,11/2/2019 0:00,BURGLARY FROM VEHICLE,21,INTIMATE PARTNER - SIMPLE ASSAULT,Topanga,,DRIVEWAY,60,,,34.1918,-118.582,
LA,Female,Secondary,Assaults,11/2/2019,11/2/2019 0:00,OTHER MISCELLANEOUS CRIME,16,ROBBERY,Foothill,,STREET,24,,,34.2158,-118.4031,
LA,Male,Primary ,Burglaries,11/2/2019,11/2/2019 0:00,INTIMATE PARTNER - SIMPLE ASSAULT,3,BATTERY - SIMPLE ASSAULT,Southwest,,SINGLE FAMILY DWELLING,27,,,34.0055,-118.2872,
LA,Female,Secondary,Thefts,11/5/2019,11/2/2019 0:00,THEFT PLAIN - PETTY ($950 & UNDER),13,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",Newton,,STREET,0,,,34.0153,-118.2605,
LA,Male,Primary ,Auto Thefts,11/2/2019,11/2/2019 0:00,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",20,BURGLARY FROM VEHICLE,Olympic,,STREET,31,,,34.0836,-118.3017,
LA,Female,Secondary,Murders,11/2/2019,11/2/2019 0:00,THEFT OF IDENTITY,8,SHOPLIFTING-GRAND THEFT ($950.01 & OVER),West LA,,SINGLE FAMILY DWELLING,62,,,34.0459,-118.5187,
LA,Male,Primary ,Rapes,11/3/2019,11/2/2019 0:00,VEHICLE - STOLEN,2,BURGLARY FROM VEHICLE,Rampart,,STREET,18,,,34.0539,-118.2799,
LA,Female,Secondary,Robberies,11/2/2019,11/2/2019 0:00,CRIMINAL HOMICIDE,18,CHILD ABUSE (PHYSICAL) - AGGRAVATED ASSAULT,Southeast,,STREET,27,,,33.9593,-118.2782,
LA,Male,Primary ,Assaults,11/2/2019,11/2/2019 0:00,BATTERY - SIMPLE ASSAULT,12,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",77th Street,,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",16,,,33.9613,-118.2893,
LA,Female,Secondary,Burglaries,11/2/2019,11/2/2019 0:00,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",14,TRESPASSING,Pacific,,SINGLE FAMILY DWELLING,40,,,33.9925,-118.4632,
LA,Male,Primary ,Burglaries,11/3/2019,11/2/2019 0:00,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",20,BRANDISH WEAPON,Olympic,,SIDEWALK,14,,,34.0636,-118.3004,
LA,Female,Secondary,Burglaries,11/5/2019,11/2/2019 0:00,BIKE - STOLEN,19,SHOPLIFTING-GRAND THEFT ($950.01 & OVER),Mission,,PARKING UNDERGROUND/BUILDING,55,,,34.3242,-118.4494,
LA,Male,Primary ,Burglaries,11/2/2019,11/2/2019 0:00,INTIMATE PARTNER - SIMPLE ASSAULT,4,VIOLATION OF COURT ORDER,Hollenbeck,,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",27,,,34.0781,-118.2181,
LA,Female,Secondary,Burglaries,11/2/2019,11/2/2019 0:00,ROBBERY,17,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",Devonshire,,SIDEWALK,22,,,34.2573,-118.5951,
LA,Male,Primary ,Burglaries,11/2/2019,11/2/2019 0:00,INTIMATE PARTNER - SIMPLE ASSAULT,5,BATTERY - SIMPLE ASSAULT,Harbor,,SINGLE FAMILY DWELLING,87,,,33.7798,-118.2665,
LA,Female,Secondary,Burglaries,11/2/2019,11/2/2019 0:00,INTIMATE PARTNER - AGGRAVATED ASSAULT,21,THEFT FROM MOTOR VEHICLE - GRAND ($400 AND OVER),Topanga,,SINGLE FAMILY DWELLING,0,,,34.1719,-118.628,
LA,Male,Primary ,Burglaries,11/3/2019,11/2/2019 0:00,PICKPOCKET,3,CONTEMPT OF COURT,Southwest,,THEATRE/MOVIE,50,,,34.0268,-118.2808,
LA,Female,Secondary,Burglaries,11/2/2019,11/2/2019 0:00,INTIMATE PARTNER - AGGRAVATED ASSAULT,18,CRIMINAL THREATS - NO WEAPON DISPLAYED,Southeast,,SIDEWALK,30,,,33.9568,-118.2804,
LA,Male,Primary ,Murders,11/2/2019,11/2/2019 0:00,BURGLARY FROM VEHICLE,8,BATTERY - SIMPLE ASSAULT,West LA,,STREET,0,,,34.06,-118.4433,
LA,Female,Secondary,Rapes,11/3/2019,11/2/2019 0:00,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),8,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",West LA,,DRIVEWAY,18,,,34.0453,-118.3881,
LA,Male,Primary ,Robberies,11/2/2019,11/2/2019 0:00,DISCHARGE FIREARMS/SHOTS FIRED,2,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",Rampart,,PARKING LOT,41,,,34.0596,-118.2701,
LA,Female,Secondary,Assaults,11/2/2019,11/2/2019 0:00,BATTERY - SIMPLE ASSAULT,12,VANDALISM - MISDEAMEANOR ($399 OR UNDER),77th Street,,SINGLE FAMILY DWELLING,30,,,33.9806,-118.3352,
LA,Male,Primary ,Burglaries,12/16/2019,11/2/2019 0:00,VIOLATION OF RESTRAINING ORDER,6,BURGLARY FROM VEHICLE,Hollywood,,SINGLE FAMILY DWELLING,19,,,34.1171,-118.3373,
LA,Female,Secondary,Thefts,11/2/2019,11/2/2019 0:00,SHOPLIFTING - PETTY THEFT ($950 & UNDER),17,BATTERY - SIMPLE ASSAULT,Devonshire,,DEPARTMENT STORE,0,,,34.2322,-118.5113,
LA,Male,Primary ,Auto Thefts,11/3/2019,11/2/2019 0:00,INTIMATE PARTNER - SIMPLE ASSAULT,5,CRIMINAL THREATS - NO WEAPON DISPLAYED,Harbor,,GARAGE/CARPORT,30,,,33.7884,-118.2479,
LA,Female,Secondary,Murders,11/2/2019,11/2/2019 0:00,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",13,BIKE - STOLEN,Newton,,"VEHICLE, PASSENGER/TRUCK",75,,,34.0235,-118.2534,
LA,Male,Primary ,Rapes,11/2/2019,11/2/2019 0:00,BURGLARY FROM VEHICLE,11,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",Northeast,,PARK/PLAYGROUND,37,,,34.1293,-118.3107,
LA,Female,Secondary,Robberies,11/2/2019,11/2/2019 0:00,BURGLARY,8,THEFT OF IDENTITY,West LA,,DRUG STORE,61,,,34.048,-118.4625,
LA,Male,Primary ,Assaults,11/2/2019,11/2/2019 0:00,BATTERY - SIMPLE ASSAULT,10,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",West Valley,,HOSPITAL,0,,,34.1993,-118.5623,
LA,Female,Secondary,Burglaries,11/5/2019,11/2/2019 0:00,THEFT PLAIN - PETTY ($950 & UNDER),21,DOCUMENT FORGERY / STOLEN FELONY,Topanga,,SINGLE FAMILY DWELLING,32,,,34.1616,-118.6251,
LA,Male,Primary ,Thefts,11/2/2019,11/2/2019 0:00,INTIMATE PARTNER - SIMPLE ASSAULT,8,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),West LA,,SINGLE FAMILY DWELLING,0,,,34.0921,-118.4587,
LA,Female,Secondary,Auto Thefts,11/2/2019,11/2/2019 0:00,BURGLARY FROM VEHICLE,2,BATTERY WITH SEXUAL CONTACT,Rampart,,STREET,27,,,34.0473,-118.2784,
LA,Male,Primary ,Sex Crimes,11/2/2019,11/2/2019 0:00,BATTERY - SIMPLE ASSAULT,13,BATTERY - SIMPLE ASSAULT,Newton,,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",26,,,34.0289,-118.2686,
LA,Female,Secondary,Forgery,11/2/2019,11/2/2019 0:00,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",18,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),Southeast,,STREET,34,,,33.9593,-118.2782,
LA,Male,Primary ,Sex Crimes,11/2/2019,11/2/2019 0:00,PROWLER,19,BURGLARY FROM VEHICLE,Mission,,SINGLE FAMILY DWELLING,0,,,34.2164,-118.4381,
LA,Female,Secondary,Forgery,11/7/2019,11/2/2019 0:00,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),17,"RAPE, FORCIBLE",Devonshire,,STREET,32,,,34.2264,-118.5428,
LA,Male,Primary ,Sex Crimes,11/2/2019,11/2/2019 0:00,BURGLARY FROM VEHICLE,9,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),Van Nuys,,STREET,45,,,34.148,-118.4312,
LA,Female,Secondary,Forgery,11/2/2019,11/2/2019 0:00,ORAL COPULATION,10,ROBBERY,West Valley,,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",61,,,34.166,-118.5095,
LA,Male,Primary ,Sex Crimes,12/29/2019,11/2/2019 0:00,THEFT OF IDENTITY,12,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),77th Street,,SINGLE FAMILY DWELLING,0,,,33.9827,-118.3235,
LA,Female,Secondary,Forgery,11/2/2019,11/2/2019 0:00,BURGLARY,12,BATTERY - SIMPLE ASSAULT,77th Street,,SINGLE FAMILY DWELLING,0,,,33.9709,-118.3112,
LA,Male,Primary ,Sex Crimes,11/24/2019,11/2/2019 0:00,VANDALISM - MISDEAMEANOR ($399 OR UNDER),3,VANDALISM - MISDEAMEANOR ($399 OR UNDER),Southwest,,"VEHICLE, PASSENGER/TRUCK",47,,,34.0175,-118.346,
LA,Female,Secondary,Forgery,11/2/2019,11/2/2019 0:00,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",1,OTHER ASSAULT,Central,,SIDEWALK,39,,,34.0403,-118.2421,
LA,Male,Primary ,Sex Crimes,11/4/2019,11/2/2019 0:00,VEHICLE - STOLEN,19,STALKING,Mission,,STREET,0,,,34.2428,-118.4719,
LA,Female,Secondary,Forgery,11/23/2019,11/2/2019 0:00,INTIMATE PARTNER - SIMPLE ASSAULT,5,CHILD ABUSE (PHYSICAL) - SIMPLE ASSAULT,Harbor,,"VEHICLE, PASSENGER/TRUCK",0,,,33.7741,-118.2633,
LA,Male,Primary ,Sex Crimes,11/2/2019,11/2/2019 0:00,CRIMINAL THREATS - NO WEAPON DISPLAYED,17,BURGLARY,Devonshire,,DEPARTMENT STORE,30,,,34.2751,-118.5652,
LA,Female,Secondary,Forgery,11/2/2019,11/2/2019 0:00,BURGLARY FROM VEHICLE,4,BURGLARY,Hollenbeck,,STREET,39,,,34.0216,-118.2048,
LA,Male,Primary ,Sex Crimes,11/3/2019,11/2/2019 0:00,THEFT PLAIN - PETTY ($950 & UNDER),2,PICKPOCKET,Rampart,,DRIVEWAY,61,,,34.0764,-118.2702,
LA,Female,Secondary,Forgery,11/6/2019,11/2/2019 0:00,VEHICLE - STOLEN,12,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",77th Street,,STREET,22,,,33.9611,-118.287,
LA,Male,Primary ,Sex Crimes,11/2/2019,11/2/2019 0:00,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",7,INTIMATE PARTNER - SIMPLE ASSAULT,Wilshire,,PARK/PLAYGROUND,24,,,34.0761,-118.3555,
LA,Female,Secondary,Forgery,11/3/2019,11/2/2019 0:00,TRESPASSING,17,BATTERY - SIMPLE ASSAULT,Devonshire,,CLEANER/LAUNDROMAT,27,,,34.2572,-118.5973,
LA,Male,Primary ,Sex Crimes,11/2/2019,11/2/2019 0:00,BURGLARY,2,VEHICLE - STOLEN,Rampart,,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",30,,,34.0511,-118.2707,
LA,Female,Secondary,Forgery,11/3/2019,11/2/2019 0:00,BURGLARY FROM VEHICLE,21,SHOPLIFTING - PETTY THEFT ($950 & UNDER),Topanga,,STREET,39,,,34.2059,-118.571,
LA,Male,Primary ,Sex Crimes,11/3/2019,11/2/2019 0:00,VANDALISM - MISDEAMEANOR ($399 OR UNDER),3,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",Southwest,,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",0,,,34.0149,-118.3045,
LA,Female,Secondary,Forgery,11/12/2019,11/2/2019 0:00,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),2,CRIMINAL THREATS - NO WEAPON DISPLAYED,Rampart,,DRIVEWAY,26,,,34.0738,-118.2741,
LA,Male,Primary ,Murders,11/16/2019,11/2/2019 0:00,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",1,BURGLARY,Central,,"VEHICLE, PASSENGER/TRUCK",44,,,34.0623,-118.2383,
LA,Female,Secondary,Rapes,11/2/2019,11/2/2019 0:00,"BURGLARY, ATTEMPTED",4,VANDALISM - MISDEAMEANOR ($399 OR UNDER),Hollenbeck,,SINGLE FAMILY DWELLING,20,,,34.1056,-118.1841,
